id,score
0,0.0490972013402
1,0.201363575849
2,0.0333946807184
3,0.099837669572
4,-0.0790210365788
5,0.188660139871
6,0.00712569582356
7,0.109215821589
8,-0.154986397986
9,-0.222690363917
10,-0.0772307310155
11,-0.291845817772
12,0.266363416394
13,0.0212741184666
14,0.0800135132377
15,-0.246354038618
16,-0.065874838866
17,0.147885815777
18,-0.0649772327953
19,-0.178636415473
20,0.0215810241282
21,0.235710718431
22,0.0387731958409
23,0.458060460618
24,-0.284436793822
25,-0.175227962402
26,0.0871135855367
27,-0.134838837245
28,-0.0338426829751
29,-0.185783731249
30,0.174414140606
31,0.110744305664
32,0.14999987985
33,-0.37577786957
34,0.031152641595
35,-0.272096922815
36,-0.280547811882
37,-0.294149973282
38,0.233607862658
39,-0.348874872766
40,-0.474195131046
41,-0.143348720566
42,-0.354191428501
43,0.267131810687
44,-0.132733132687
45,-0.16833546075
46,-1.11272970539
47,-0.117889888635
48,0.00664930290608
49,0.126484137377
50,0.0679349246019
51,0.093556213383
52,0.427382078568
53,-0.555186494099
54,0.00377726460163
55,-0.77199589324
56,-0.150966236532
57,0.00544093926289
58,-0.383385991768
59,0.0712617502762
60,-0.43098616881
61,0.202447200898
62,-0.0874584801489
63,0.180163597444
64,0.155965665178
65,-0.291416676359
66,-0.0109536165024
67,-0.372549258166
68,-0.159540495596
69,0.020438625124
70,-0.120657559114
71,0.441646380701
72,-0.0949357348095
73,-0.260675461063
74,-0.292141569877
75,-0.107444849484
76,0.41044750725
77,-1.46371254094
78,0.0414943511663
79,0.565588354386
80,-0.0267890502213
81,-0.364706899227
82,-0.209823769949
83,1.09468232801
84,0.0631717901201
85,-0.219236698032
86,0.251933651907
87,0.254956515424
88,-0.549578919146
89,0.303946837727
90,-0.219544022658
91,-0.443575195761
92,-0.130471501112
93,0.0459494710325
94,-0.451855924131
95,-0.487661330813
96,-0.201722677262
97,-0.586302814554
98,-0.0802350847225
99,-0.100490333027
100,0.0581213443664
101,-0.075112449321
102,-0.0022874579886
103,-0.0673461151798
104,0.261400135262
105,0.00636077608034
106,0.289661851905
107,0.102268098547
108,-0.0372198394941
109,-0.443413788335
110,-0.109458675416
111,-0.663771954468
112,0.0801240278729
113,-0.128384375223
114,0.847157467948
115,1.08244482667
116,0.673494516377
117,-0.285696299547
118,0.249388884782
119,-0.233042025105
120,0.0728597468494
121,-0.154738684151
